Name,IconSWF,IconExportName,LocalizedName,SortOrder,Enabled,EnabledCN,FileName,TestLanguage,UsedSystemFont,PreferedFallbackFont,ForcedFontFullName,HelpshiftSDKLanguage,HelpshiftSDKLanguageAndroid,TestExcludes,LoadAllLanguages,ChampionshipRegisterUrl,ChampionshipRegisterUrl_cn,TermsAndServiceUrl,ParentsGuideUrl,PrivacyPolicyUrl,LaserboxUrl,LaserboxUrlCN,LaserboxStagingUrl,LaserboxStagingUrlCN,LaserboxCommunityUrl,LaserboxCommunityUrlCN,LaserboxCommunityStagingUrl,LaserboxCommunityStagingUrlCN,LaserboxLangCode,FaqUrl_ios,FaqUrl_ios_cn,FaqUrl_android,FaqUrl_android_cn,ContactUsUrl_ios,ContactUsUrl_ios_cn,ContactUsUrl_android,ContactUsUrl_android_cn,LaserboxEnabled,IsRTL,isNounAdj,SeparateThousandsWithSpaces,SelfHelpUrl,SelfHelpUrlCN,FallbackToHelpshift,FallbackToHelpshiftCN,TermsAndServiceUrl_Tencent_android,ParentsGuideUrl_Tencent_android,PrivacyPolicyUrl_Tencent_android,TermsAndServiceUrl_Tencent_ios,ParentsGuideUrl_Tencent_ios,PrivacyPolicyUrl_Tencent_ios,TermsAndServiceUrl_Yoozoo,ParentsGuideUrl_Yoozoo,PrivacyPolicyUrl_Yoozoo,DeviceMigrationSelfHelpUrl
FI,sc/ui.sc,flag_gb,Suomi,13,true,false,localization/fi.csv,,,,,fi,,,,http://www.supr.cl/bsc,https://www.bsesports.cn/bscrule.html,http://supercell.com/en/terms-of-service/fi/,https://youtube.com/channel/UCvWgDPOQuSgGiuBXu3VA9zg,http://supercell.com/en/privacy-policy/fi/,https://inbox.brawlstars.com/,,https://staging.inbox.brawlstars.com/fi/,,https://inbox.brawlstars.com/fi/community/,,https://staging.inbox.brawlstars.com/fi/community/,,fi,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,,,,TRUE,https://t.me/MultiBrawlZap,,,TRUE,,,,,,,,,,
TEXT_ASIA,sc/ui.sc,flag_gb,Longest text Asia,106,false,false,localization/texts.csv,TRUE,,,,en,,EN,TRUE,http://www.supr.cl/bsc,https://www.bsesports.cn/bscrule.html,http://supercell.com/en/terms-of-service/,https://youtube.com/channel/UCvWgDPOQuSgGiuBXu3VA9zg,http://www.supercell.com/en/privacy-policy/,https://inbox.brawlstars.com/,,https://staging.inbox.brawlstars.com/,,https://inbox.brawlstars.com/community/,,https://staging.inbox.brawlstars.com/community/,,,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,,,,,https://t.me/MultiBrawlZap,,,TRUE,,,,,,,,,,
,,,,,,,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD_ASIA,sc/ui.sc,flag_gb,Longest Word Asia,107,false,false,localization/texts.csv,TRUE,,,,en,,EN,TRUE,http://www.supr.cl/bsc,https://www.bsesports.cn/bscrule.html,http://supercell.com/en/terms-of-service/,https://youtube.com/channel/UCvWgDPOQuSgGiuBXu3VA9zg,http://www.supercell.com/en/privacy-policy/,https://inbox.brawlstars.com/,,https://staging.inbox.brawlstars.com/,,https://inbox.brawlstars.com/community/,,https://staging.inbox.brawlstars.com/community/,,,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,,,,,https://t.me/MultiBrawlZap,,,TRUE,,,,,,,,,,
,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,sc/ui.sc,flag_gb,Polski,19,true,false,localization/pl.csv,,,,,pl,,,,http://www.supr.cl/bsc,https://www.bsesports.cn/bscrule.html,http://supercell.com/en/terms-of-service/,https://youtube.com/channel/UCvWgDPOQuSgGiuBXu3VA9zg,http://www.supercell.com/en/privacy-policy/,https://inbox.brawlstars.com/pl/,,https://staging.inbox.brawlstars.com/pl/,,https://inbox.brawlstars.com/pl/community/,,https://staging.inbox.brawlstars.com/pl/community/,,pl,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,,,,,https://t.me/MultiBrawlZap,,,TRUE,,,,,,,,,,
HE,sc/ui.sc,flag_gb,עברית,20,true,false,localization/he.csv,,,,,iw,,,,http://www.supr.cl/bsc,https://www.bsesports.cn/bscrule.html,http://supercell.com/en/terms-of-service/,https://youtube.com/channel/UCvWgDPOQuSgGiuBXu3VA9zg,http://www.supercell.com/en/privacy-policy/,https://inbox.brawlstars.com/,,https://staging.inbox.brawlstars.com/,,https://inbox.brawlstars.com/community/,,https://staging.inbox.brawlstars.com/community/,,he,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,,TRUE,,,https://t.me/MultiBrawlZap,,,TRUE,,,,,,,,,,
BAD,sc/ui.sc,flag_gb,Bad Language,22,true,true,localization/bad.csv,,,,,ar,,,,https://youtube.com/channel/UCjsUThQTBQqM_tfp9BfIqUA,https://youtube.com/channel/UCjsUThQTBQqM_tfp9BfIqUA,http://supercell.com/en/terms-of-service/,https://youtube.com/channel/UCvWgDPOQuSgGiuBXu3VA9zg,https://youtube.com/channel/UCjsUThQTBQqM_tfp9BfIqUA,https://youtube.com/channel/UCjsUThQTBQqM_tfp9BfIqUA,https://youtube.com/channel/UCjsUThQTBQqM_tfp9BfIqUA,https://youtube.com/channel/UCjsUThQTBQqM_tfp9BfIqUA,https://youtube.com/channel/UCjsUThQTBQqM_tfp9BfIqUA,https://youtube.com/channel/UCjsUThQTBQqM_tfp9BfIqUA,https://youtube.com/channel/UCjsUThQTBQqM_tfp9BfIqUA,https://youtube.com/channel/UCjsUThQTBQqM_tfp9BfIqUA,,ar,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,,,,TRUE,https://t.me/MultiBrawlZap,https://t.me/MultiBrawlZap,,TRUE,http://supercell.com/en/terms-of-service/,https://youtube.com/channel/UCvWgDPOQuSgGiuBXu3VA9zg,https://youtube.com/channel/UCjsUThQTBQqM_tfp9BfIqUA,http://supercell.com/en/terms-of-service/,https://youtube.com/channel/UCvWgDPOQuSgGiuBXu3VA9zg,https://youtube.com/channel/UCjsUThQTBQqM_tfp9BfIqUA,http://supercell.com/en/terms-of-service/,,,
