Name,Disabled,FileName,ExportName,Character,Skin,IsPicto,BattleCategory,Rarity,EmoteType,LockedForChronos,BundleCode,IsDefaultBattleEmote
emoji_surge_happy,,sc/characters.sc,emoji_surge_happy,PowerLeveler,,,1,0,1,,,
emoji_surge_paladin,,sc/characters.sc,emoji_surge_paladin,PowerLeveler,PowerLevelerKnight,TRUE,4,4,0,,,
emoji_surge_paladin_angry,,sc/characters.sc,emoji_surge_paladin_angry,PowerLeveler,PowerLevelerKnight,,4,4,3,,,
emoji_surge_paladin_gg,,sc/characters.sc,emoji_surge_paladin_gg,PowerLeveler,PowerLevelerKnight,,4,4,5,,,
emoji_surge_paladin_happy,,sc/characters.sc,emoji_surge_paladin_happy,PowerLeveler,PowerLevelerKnight,,4,4,1,,,
emoji_surge_paladin_phew,,sc/characters.sc,emoji_surge_paladin_phew,PowerLeveler,PowerLevelerKnight,,4,4,6,,,
emoji_surge_paladin_sad,,sc/characters.sc,emoji_surge_paladin_sad,PowerLeveler,PowerLevelerKnight,,4,4,2,,,
emoji_surge_paladin_special,,sc/characters.sc,emoji_surge_paladin_special,PowerLeveler,PowerLevelerKnight,,4,4,7,,,
emoji_surge_paladin_thanks,,sc/characters.sc,emoji_surge_paladin_thanks,PowerLeveler,PowerLevelerKnight,,4,4,4,,,
emoji_surge_phew,,sc/characters.sc,emoji_surge_phew,PowerLeveler,,,4,2,6,,,
emoji_surge_sad,,sc/characters.sc,emoji_surge_sad,PowerLeveler,,,2,0,2,,,
emoji_surge_special,,sc/characters.sc,emoji_surge_special,PowerLeveler,,,4,2,7,,,
emoji_surge_thanks,,sc/characters.sc,emoji_surge_thanks,PowerLeveler,,,4,2,4,,,
emoji_colette,,sc/characters.sc,emoji_colette,Percenter,,TRUE,0,0,0,,,
emoji_colette_angry,,sc/characters.sc,emoji_colette_angry,Percenter,,,3,0,3,,,
emoji_colette_gg,,sc/characters.sc,emoji_colette_gg,Percenter,,,4,1,5,,,
emoji_colette_happy,,sc/characters.sc,emoji_colette_happy,Percenter,,,1,0,1,,,
emoji_colette_phew,,sc/characters.sc,emoji_colette_phew,Percenter,,,4,2,6,,,
emoji_colette_sad,,sc/characters.sc,emoji_colette_sad,Percenter,,,2,0,2,,,
emoji_colette_thanks,,sc/characters.sc,emoji_colette_thanks,Percenter,,,4,2,4,,,
emoji_colette_trixie,,sc/characters.sc,emoji_colette_trixie,Percenter,PercenterTrixie,TRUE,4,4,0,,,
emoji_colette_trixie_angry,,sc/characters.sc,emoji_colette_trixie_angry,Percenter,PercenterTrixie,,4,4,3,,,
emoji_colette_trixie_gg,,sc/characters.sc,emoji_colette_trixie_gg,Percenter,PercenterTrixie,,4,4,5,,,
emoji_colette_trixie_happy,,sc/characters.sc,emoji_colette_trixie_happy,Percenter,PercenterTrixie,,4,4,1,,,
emoji_colette_trixie_phew,,sc/characters.sc,emoji_colette_trixie_phew,Percenter,PercenterTrixie,,4,4,6,,,
emoji_colette_trixie_sad,,sc/characters.sc,emoji_colette_trixie_sad,Percenter,PercenterTrixie,,4,4,2,,,
emoji_colette_trixie_special,,sc/characters.sc,emoji_colette_trixie_special,Percenter,PercenterTrixie,,4,4,7,,,
emoji_colette_trixie_thanks,,sc/characters.sc,emoji_colette_trixie_thanks,Percenter,PercenterTrixie,,4,4,4,,,
emoji_ash,,sc/characters.sc,emoji_ash,Knight,,TRUE,0,0,0,,,
emoji_ash_angry,,sc/characters.sc,emoji_ash_angry,Knight,,TRUE,3,0,3,,,
emoji_ash_happy,,sc/characters.sc,emoji_ash_happy,Knight,,TRUE,1,0,1,,,
emoji_ash_gg,,sc/characters.sc,emoji_ash_gg,Knight,,TRUE,4,1,5,,,
emoji_ash_phew,,sc/characters.sc,emoji_ash_phew,Knight,,TRUE,4,2,6,,,
emoji_ash_sad,,sc/characters.sc,emoji_ash_sad,Knight,,TRUE,2,0,2,,,
emoji_ash_special,,sc/characters.sc,emoji_ash_special,Knight,,TRUE,4,2,7,,,
emoji_ash_thanks,,sc/characters.sc,emoji_ash_thanks,Knight,,TRUE,4,2,5,,,
emoji_ash_clap,,sc/characters.sc,emoji_ash_clap,Knight,,TRUE,4,1,6,,,
emoji_ash_ninja,,sc/characters.sc,emoji_ash_ninja,Knight,KnightNinja,TRUE,4,4,0,,,
emoji_ash_ninja_angry,,sc/characters.sc,emoji_ash_ninja_angry,Knight,KnightNinja,TRUE,4,4,3,,,
emoji_ash_ninja_gg,,sc/characters.sc,emoji_ash_ninja_gg,Knight,KnightNinja,TRUE,4,4,5,,,
emoji_ash_ninja_happy,,sc/characters.sc,emoji_ash_ninja_happy,Knight,KnightNinja,TRUE,4,4,1,,,
emoji_ash_ninja_phew,,sc/characters.sc,emoji_ash_ninja_phew,Knight,KnightNinja,TRUE,4,4,6,,,
emoji_ash_ninja_sad,,sc/characters.sc,emoji_ash_ninja_sad,Knight,KnightNinja,TRUE,4,4,2,,,
emoji_ash_ninja_special,,sc/characters.sc,emoji_ash_ninja_special,Knight,KnightNinja,TRUE,4,4,7,,,
emoji_ash_ninja_thanks,,sc/characters.sc,emoji_ash_ninja_thanks,Knight,KnightNinja,TRUE,4,4,4,,,
emoji_ash_ninja_clap,,sc/characters.sc,emoji_ash_ninja_clap,Knight,KnightNinja,TRUE,4,4,8,,,
emoji_lou,,sc/characters.sc,emoji_lou,IceDude,,TRUE,0,0,0,,,
emoji_lou_angry,,sc/characters.sc,emoji_lou_angry,IceDude,,TRUE,3,0,3,,,
emoji_lou_gg,,sc/characters.sc,emoji_lou_gg,IceDude,,TRUE,1,0,1,,,
emoji_lou_happy,,sc/characters.sc,emoji_lou_happy,IceDude,,TRUE,4,1,5,,,
emoji_lou_king,,sc/characters.sc,emoji_lou_king,IceDude,IceDudeKing,TRUE,4,4,0,,,
emoji_lou_king_angry,,sc/characters.sc,emoji_lou_king_angry,IceDude,IceDudeKing,TRUE,4,4,3,,,
emoji_lou_king_gg,,sc/characters.sc,emoji_lou_king_gg,IceDude,IceDudeKing,TRUE,4,4,5,,,
emoji_lou_king_happy,,sc/characters.sc,emoji_lou_king_happy,IceDude,IceDudeKing,TRUE,4,4,1,,,
emoji_lou_king_phew,,sc/characters.sc,emoji_lou_king_phew,IceDude,IceDudeKing,TRUE,4,4,6,,,
emoji_lou_king_sad,,sc/characters.sc,emoji_lou_king_sad,IceDude,IceDudeKing,TRUE,4,4,2,,,
emoji_lou_king_special,,sc/characters.sc,emoji_lou_king_special,IceDude,IceDudeKing,TRUE,4,4,7,,,
emoji_lou_king_thanks,,sc/characters.sc,emoji_lou_king_thanks,IceDude,IceDudeKing,TRUE,4,4,4,,,
emoji_lou_phew,,sc/characters.sc,emoji_lou_phew,IceDude,,TRUE,4,2,6,,,
emoji_lou_sad,,sc/characters.sc,emoji_lou_sad,IceDude,,TRUE,2,0,2,,,
emoji_lou_special,,sc/characters.sc,emoji_lou_special,IceDude,,TRUE,4,2,7,,,
emoji_lou_thanks,,sc/characters.sc,emoji_lou_thanks,IceDude,,TRUE,4,2,5,,,
emoji_lou_clap,,sc/characters.sc,emoji_lou_clap,IceDude,,TRUE,4,1,6,,,
emoji_lou_king_clap,,sc/characters.sc,emoji_lou_king_clap,IceDude,IceDudeKing,TRUE,4,4,8,,,
emoji_lolla,,sc/characters.sc,emoji_lolla,Duplicator,,TRUE,0,0,0,,,
emoji_lolla_angry,,sc/characters.sc,emoji_lolla_angry,Duplicator,,TRUE,3,0,3,,,
emoji_lolla_happy,,sc/characters.sc,emoji_lolla_happy,Duplicator,,TRUE,1,0,1,,,
emoji_lolla_gg,,sc/characters.sc,emoji_lolla_gg,Duplicator,,TRUE,4,1,5,,,
emoji_lolla_phew,,sc/characters.sc,emoji_lolla_phew,Duplicator,,TRUE,4,2,6,,,
emoji_lolla_sad,,sc/characters.sc,emoji_lolla_sad,Duplicator,,TRUE,2,0,2,,,
emoji_lolla_special,,sc/characters.sc,emoji_lolla_special,Duplicator,,TRUE,4,2,7,,,
emoji_lolla_thanks,,sc/characters.sc,emoji_lolla_thanks,Duplicator,,TRUE,4,2,5,,,
emoji_lolla_clap,,sc/characters.sc,emoji_lolla_clap,Duplicator,,TRUE,4,1,6,,,
emoji_lolla_chola,,sc/characters.sc,emoji_lolla_chola,Duplicator,,TRUE,4,4,0,,,
emoji_lolla_chola_angry,,sc/characters.sc,emoji_lolla_chola_angry,Duplicator,,TRUE,4,4,3,,,
emoji_lolla_chola_gg,,sc/characters.sc,emoji_lolla_chola_gg,Duplicator,,TRUE,4,4,5,,,
emoji_lolla_chola_happy,,sc/characters.sc,emoji_lolla_chola_happy,Duplicator,,TRUE,4,4,1,,,
emoji_lolla_chola_phew,,sc/characters.sc,emoji_lolla_chola_phew,Duplicator,,TRUE,4,4,6,,,
emoji_lolla_chola_sad,,sc/characters.sc,emoji_lolla_chola_sad,Duplicator,,TRUE,4,4,2,,,
emoji_lolla_chola_special,,sc/characters.sc,emoji_lolla_chola_special,Duplicator,,TRUE,4,4,7,,,
emoji_lolla_chola_thanks,,sc/characters.sc,emoji_lolla_chola_thanks,Duplicator,,TRUE,4,4,4,,,
emoji_lolla_chola_clap,,sc/characters.sc,emoji_lolla_chola_clap,Duplicator,,TRUE,4,4,8,,,
emoji_fang,,sc/characters.sc,emoji_fang,KickerDude,,TRUE,0,0,0,,,
emoji_fang_angry,,sc/characters.sc,emoji_fang_angry,KickerDude,,TRUE,3,0,3,,,
emoji_fang_happy,,sc/characters.sc,emoji_fang_happy,KickerDude,,TRUE,1,0,1,,,
emoji_fang_gg,,sc/characters.sc,emoji_fang_gg,KickerDude,,TRUE,4,1,5,,,
emoji_fang_phew,,sc/characters.sc,emoji_fang_phew,KickerDude,,TRUE,4,2,6,,,
emoji_fang_sad,,sc/characters.sc,emoji_fang_sad,KickerDude,,TRUE,2,0,2,,,
emoji_fang_special,,sc/characters.sc,emoji_fang_special,KickerDude,,TRUE,4,2,7,,,
emoji_fang_thanks,,sc/characters.sc,emoji_fang_thanks,KickerDude,,TRUE,4,2,5,,,
emoji_fang_clap,,sc/characters.sc,emoji_fang_clap,KickerDude,,TRUE,4,1,6,,,
emoji_fang_sayan,,sc/characters.sc,emoji_fang_sayan,KickerDude,,TRUE,4,4,0,,,
emoji_fang_sayan_angry,,sc/characters.sc,emoji_fang_sayan_angry,KickerDude,,TRUE,4,4,3,,,
emoji_fang_sayan_happy,,sc/characters.sc,emoji_fang_sayan_happy,KickerDude,,TRUE,4,4,5,,,
emoji_fang_sayan_gg,,sc/characters.sc,emoji_fang_sayan_gg,KickerDude,,TRUE,4,4,1,,,
emoji_fang_sayan_phew,,sc/characters.sc,emoji_fang_sayan_phew,KickerDude,,TRUE,4,4,6,,,
emoji_fang_sayan_sad,,sc/characters.sc,emoji_fang_sayan_sad,KickerDude,,TRUE,4,4,2,,,
emoji_fang_sayan_special,,sc/characters.sc,emoji_fang_sayan_special,KickerDude,,TRUE,4,4,7,,,
emoji_fang_sayan_thanks,,sc/characters.sc,emoji_fang_sayan_thanks,KickerDude,,TRUE,4,4,4,,,
emoji_fang_sayan_clap,,sc/characters.sc,emoji_fang_sayan_clap,KickerDude,,TRUE,4,4,8,,,
emoji_buzz,,sc/characters.sc,emoji_buzz,RopeDude,,TRUE,0,0,0,,,
emoji_buzz_angry,,sc/characters.sc,emoji_buzz_angry,RopeDude,,TRUE,3,0,3,,,
emoji_buzz_happy,,sc/characters.sc,emoji_buzz_happy,RopeDude,,TRUE,1,0,1,,,
emoji_buzz_gg,,sc/characters.sc,emoji_buzz_gg,RopeDude,,TRUE,4,1,5,,,
emoji_buzz_phew,,sc/characters.sc,emoji_buzz_phew,RopeDude,,TRUE,4,2,6,,,
emoji_buzz_sad,,sc/characters.sc,emoji_buzz_sad,RopeDude,,TRUE,2,0,2,,,
emoji_buzz_special,,sc/characters.sc,emoji_buzz_special,RopeDude,,TRUE,4,2,7,,,
emoji_buzz_thanks,,sc/characters.sc,emoji_buzz_thanks,RopeDude,,TRUE,4,2,5,,,
emoji_buzz_clap,,sc/characters.sc,emoji_buzz_clap,RopeDude,,TRUE,4,1,6,,,
emoji_buzz_punk_clap,,sc/characters.sc,emoji_buzz_punk_clap,RopeDude,,TRUE,4,4,8,,,
emoji_buzz_punk,,sc/characters.sc,emoji_buzz_punk,RopeDude,,TRUE,4,4,0,,,
emoji_buzz_punk_angry,,sc/characters.sc,emoji_buzz_punk_angry,RopeDude,,TRUE,4,4,3,,,
emoji_buzz_punk_gg,,sc/characters.sc,emoji_buzz_punk_gg,RopeDude,,TRUE,4,4,5,,,
emoji_buzz_punk_happy,,sc/characters.sc,emoji_buzz_punk_happy,RopeDude,,TRUE,4,4,1,,,
emoji_buzz_punk_phew,,sc/characters.sc,emoji_buzz_punk_phew,RopeDude,,TRUE,4,4,6,,,
emoji_buzz_punk_sad,,sc/characters.sc,emoji_buzz_punk_sad,RopeDude,,TRUE,4,4,2,,,
emoji_buzz_punk_special,,sc/characters.sc,emoji_buzz_punk_special,RopeDude,,TRUE,4,4,7,,,
emoji_buzz_punk_thanks,,sc/characters.sc,emoji_buzz_punk_thanks,RopeDude,,TRUE,4,4,4,,,
emoji_meg,,sc/characters.sc,emoji_meg,MechaDude,,TRUE,0,0,0,,,
emoji_meg_angry,,sc/characters.sc,emoji_meg_angry,MechaDude,,,3,0,3,,,
emoji_meg_gg,,sc/characters.sc,emoji_meg_gg,MechaDude,,,4,1,5,,,
emoji_meg_happy,,sc/characters.sc,emoji_meg_happy,MechaDude,,,1,0,1,,,
emoji_meg_phew,,sc/characters.sc,emoji_meg_phew,MechaDude,,,4,2,6,,,
emoji_meg_sad,,sc/characters.sc,emoji_meg_sad,MechaDude,,,2,0,2,,,
emoji_meg_special,,sc/characters.sc,emoji_meg_special,MechaDude,,,4,2,7,,,
emoji_meg_thanks,,sc/characters.sc,emoji_meg_thanks,MechaDude,,,4,2,5,,,
emoji_meg_clap,,sc/characters.sc,emoji_meg_clap,MechaDude,,,4,1,6,,,
emoji_grom,,sc/characters.sc,emoji_grom,CrossBomber,,,0,0,0,,,
emoji_grom_angry,,sc/characters.sc,emoji_grom_angry,CrossBomber,,,3,0,3,,,
emoji_grom_happy,,sc/characters.sc,emoji_grom_happy,CrossBomber,,,4,1,5,,,
emoji_grom_gg,,sc/characters.sc,emoji_grom_gg,CrossBomber,,,1,0,1,,,
emoji_grom_phew,,sc/characters.sc,emoji_grom_phew,CrossBomber,,,4,2,6,,,
emoji_grom_sad,,sc/characters.sc,emoji_grom_sad,CrossBomber,,,2,0,2,,,
emoji_grom_special,,sc/characters.sc,emoji_grom_special,CrossBomber,,,4,2,7,,,
emoji_grom_thanks,,sc/characters.sc,emoji_grom_thanks,CrossBomber,,,4,2,5,,,
emoji_grom_clap,,sc/characters.sc,emoji_grom_clap,CrossBomber,,,4,1,6,,,
emoji_amber,,sc/characters.sc,emoji_amber,FireDude,,,0,0,0,,,
emoji_amber_angry,,sc/characters.sc,emoji_amber_angry,FireDude,,,4,1,5,,,
emoji_amber_gg,,sc/characters.sc,emoji_amber_gg,FireDude,,,1,0,1,,,
emoji_amber_happy,,sc/characters.sc,emoji_amber_happy,FireDude,,,3,0,3,,,
emoji_amber_phew,,sc/characters.sc,emoji_amber_phew,FireDude,,,4,2,6,,,
emoji_amber_sad,,sc/characters.sc,emoji_amber_sad,FireDude,,,2,0,2,,,
emoji_amber_special,,sc/characters.sc,emoji_amber_special,FireDude,,,4,2,7,,,
emoji_amber_thanks,,sc/characters.sc,emoji_amber_thanks,FireDude,,,4,2,5,,,
emoji_amber_clap,,sc/characters.sc,emoji_amber_clap,FireDude,,,4,1,6,,,
emoji_bonnie,,sc/characters.sc,emoji_bonnie,CannonGirl,,TRUE,0,0,0,,,
emoji_bonnie_angry,,sc/characters.sc,emoji_bonnie_angry,CannonGirl,,,3,0,3,,,
emoji_bonnie_happy,,sc/characters.sc,emoji_bonnie_happy,CannonGirl,,,1,0,1,,,
emoji_bonnie_gg,,sc/characters.sc,emoji_bonnie_gg,CannonGirl,,,4,1,5,,,
emoji_bonnie_phew,,sc/characters.sc,emoji_bonnie_phew,CannonGirl,,,4,2,6,,,
emoji_bonnie_sad,,sc/characters.sc,emoji_bonnie_sad,CannonGirl,,,2,0,2,,,
emoji_bonnie_special,,sc/characters.sc,emoji_bonnie_special,CannonGirl,,,4,2,7,,,
emoji_bonnie_thanks,,sc/characters.sc,emoji_bonnie_thanks,CannonGirl,,,4,2,5,,,
emoji_bonnie_clap,,sc/characters.sc,emoji_bonnie_clap,CannonGirl,,,4,1,6,,,
emoji_bonnie_starrforce,,sc/characters.sc,emoji_bonnie_starrforce,CannonGirl,,,4,4,0,,,
emoji_janet,,sc/characters.sc,emoji_janet,JetpackGirl,,TRUE,0,0,0,,,
emoji_janet_angry,,sc/characters.sc,emoji_janet_angry,JetpackGirl,,,3,0,3,,,
emoji_janet_happy,,sc/characters.sc,emoji_janet_happy,JetpackGirl,,,1,0,1,,,
emoji_janet_gg,,sc/characters.sc,emoji_janet_gg,JetpackGirl,,,4,1,5,,,
emoji_janet_phew,,sc/characters.sc,emoji_janet_phew,JetpackGirl,,,4,2,6,,,
emoji_janet_sad,,sc/characters.sc,emoji_janet_sad,JetpackGirl,,,2,0,2,,,
emoji_janet_special,,sc/characters.sc,emoji_janet_special,JetpackGirl,,,4,2,7,,,
emoji_janet_thanks,,sc/characters.sc,emoji_janet_thanks,JetpackGirl,,,4,2,5,,,
emoji_janet_clap,,sc/characters.sc,emoji_janet_clap,JetpackGirl,,,4,1,6,,,
emoji_janet_valkyrie,,sc/characters.sc,emoji_janet_valkyrie,JetpackGirl,JetpackGirlValkyrie,TRUE,4,4,0,,,
emoji_janet_valkyrie_angry,,sc/characters.sc,emoji_janet_valkyrie_angry,JetpackGirl,JetpackGirlValkyrie,,4,4,2,,,
emoji_janet_valkyrie_happy,,sc/characters.sc,emoji_janet_valkyrie_happy,JetpackGirl,JetpackGirlValkyrie,,4,4,1,,,
emoji_janet_valkyrie_gg,,sc/characters.sc,emoji_janet_valkyrie_gg,JetpackGirl,JetpackGirlValkyrie,,4,4,4,,,
emoji_janet_valkyrie_phew,,sc/characters.sc,emoji_janet_valkyrie_phew,JetpackGirl,JetpackGirlValkyrie,,4,4,7,,,
emoji_janet_valkyrie_sad,,sc/characters.sc,emoji_janet_valkyrie_sad,JetpackGirl,JetpackGirlValkyrie,,4,4,3,,,
emoji_janet_valkyrie_special,,sc/characters.sc,emoji_janet_valkyrie_special,JetpackGirl,JetpackGirlValkyrie,,4,4,8,,,
emoji_janet_valkyrie_thanks,,sc/characters.sc,emoji_janet_valkyrie_thanks,JetpackGirl,JetpackGirlValkyrie,,4,4,6,,,
emoji_janet_valkyrie_clap,,sc/characters.sc,emoji_janet_valkyrie_clap,JetpackGirl,JetpackGirlValkyrie,,4,4,5,,,
emoji_eve,,sc/characters.sc,emoji_eve,Flea,,TRUE,0,0,0,,,
emoji_eve_angry,,sc/characters.sc,emoji_eve_angry,Flea,,,3,0,3,,,
emoji_eve_happy,,sc/characters.sc,emoji_eve_happy,Flea,,,1,0,1,,,
emoji_eve_gg,,sc/characters.sc,emoji_eve_gg,Flea,,,4,1,5,,,
emoji_eve_phew,,sc/characters.sc,emoji_eve_phew,Flea,,,4,2,6,,,
emoji_eve_sad,,sc/characters.sc,emoji_eve_sad,Flea,,,2,0,2,,,
emoji_eve_special,,sc/characters.sc,emoji_eve_special,Flea,,,4,2,7,,,
emoji_eve_thanks,,sc/characters.sc,emoji_eve_thanks,Flea,,,4,2,5,,,
emoji_eve_clap,,sc/characters.sc,emoji_eve_clap,Flea,,,4,1,6,,,
emoji_edgar,,sc/characters.sc,emoji_edgar,Enrager,,TRUE,0,0,0,,,
emoji_edgar_angry,,sc/characters.sc,emoji_edgar_angry,Enrager,,,3,0,3,,,
emoji_edgar_happy,,sc/characters.sc,emoji_edgar_happy,Enrager,,,1,0,1,,,
emoji_edgar_gg,,sc/characters.sc,emoji_edgar_gg,Enrager,,,4,1,5,,,
emoji_edgar_phew,,sc/characters.sc,emoji_edgar_phew,Enrager,,,4,2,6,,,
emoji_edgar_sad,,sc/characters.sc,emoji_edgar_sad,Enrager,,,2,0,2,,,
emoji_edgar_special,,sc/characters.sc,emoji_edgar_special,Enrager,,,4,2,7,,,
emoji_edgar_thanks,,sc/characters.sc,emoji_edgar_thanks,Enrager,,,4,2,5,,,
emoji_byron,,sc/characters.sc,emoji_byron,SnakeOil,,TRUE,0,0,0,,,
emoji_byron_angry,,sc/characters.sc,emoji_byron_angry,SnakeOil,,,3,0,3,,,
emoji_byron_happy,,sc/characters.sc,emoji_byron_happy,SnakeOil,,,1,0,1,,,
emoji_byron_gg,,sc/characters.sc,emoji_byron_gg,SnakeOil,,,4,1,5,,,
emoji_byron_phew,,sc/characters.sc,emoji_byron_phew,SnakeOil,,,4,2,6,,,
emoji_byron_sad,,sc/characters.sc,emoji_byron_sad,SnakeOil,,,2,0,2,,,
emoji_byron_special,,sc/characters.sc,emoji_byron_special,SnakeOil,,,4,2,7,,,
emoji_byron_thanks,,sc/characters.sc,emoji_byron_thanks,SnakeOil,,,4,2,5,,,
emoji_squeak,,sc/characters.sc,emoji_squeak,StickyBomb,,TRUE,0,0,0,,,
emoji_squeak_angry,,sc/characters.sc,emoji_squeak_angry,StickyBomb,,,3,0,3,,,
emoji_squeak_happy,,sc/characters.sc,emoji_squeak_happy,StickyBomb,,,1,0,1,,,
emoji_squeak_gg,,sc/characters.sc,emoji_squeak_gg,StickyBomb,,,4,1,5,,,
emoji_squeak_phew,,sc/characters.sc,emoji_squeak_phew,StickyBomb,,,4,2,6,,,
emoji_squeak_sad,,sc/characters.sc,emoji_squeak_sad,StickyBomb,,,2,0,2,,,
emoji_squeak_special,,sc/characters.sc,emoji_squeak_special,StickyBomb,,,4,2,7,,,
emoji_squeak_thanks,,sc/characters.sc,emoji_squeak_thanks,StickyBomb,,,4,2,5,,,
emoji_ruffs,,sc/characters.sc,emoji_ruffs,Ruffs,,TRUE,0,-1,0,,,
emoji_ruffs_angry,,sc/characters.sc,emoji_ruffs_angry,Ruffs,,,3,0,3,,,
emoji_ruffs_gg,,sc/characters.sc,emoji_ruffs_gg,Ruffs,,,4,1,5,,,
emoji_ruffs_happy,,sc/characters.sc,emoji_ruffs_happy,Ruffs,,,1,0,1,,,
emoji_ruffs_phew,,sc/characters.sc,emoji_ruffs_phew,Ruffs,,,4,2,6,,,
emoji_ruffs_sad,,sc/characters.sc,emoji_ruffs_sad,Ruffs,,,2,0,2,,,
emoji_ruffs_special,,sc/characters.sc,emoji_ruffs_special,Ruffs,,,4,2,7,,,
emoji_ruffs_thanks,,sc/characters.sc,emoji_ruffs_thanks,Ruffs,,,4,2,4,,,
emoji_ruffs_ronin,,sc/characters.sc,emoji_ruffs_ronin,Ruffs,RuffsRonin,TRUE,4,4,0,,,
emoji_ruffs_ronin_angry,,sc/characters.sc,emoji_ruffs_ronin_angry,Ruffs,RuffsRonin,,4,4,3,,,
emoji_ruffs_ronin_gg,,sc/characters.sc,emoji_ruffs_ronin_gg,Ruffs,RuffsRonin,,4,4,5,,,
emoji_ruffs_ronin_happy,,sc/characters.sc,emoji_ruffs_ronin_happy,Ruffs,RuffsRonin,,4,4,1,,,
emoji_ruffs_ronin_phew,,sc/characters.sc,emoji_ruffs_ronin_phew,Ruffs,RuffsRonin,,4,4,6,,,
emoji_ruffs_ronin_sad,,sc/characters.sc,emoji_ruffs_ronin_sad,Ruffs,RuffsRonin,,4,4,2,,,
emoji_ruffs_ronin_special,,sc/characters.sc,emoji_ruffs_ronin_special,Ruffs,RuffsRonin,,4,4,7,,,
emoji_ruffs_ronin_thanks,,sc/characters.sc,emoji_ruffs_ronin_thanks,Ruffs,RuffsRonin,,4,4,4,,,
emoji_stu,,sc/characters.sc,emoji_stu,Roller,,TRUE,0,-1,0,,,
emoji_stu_angry,,sc/characters.sc,emoji_stu_angry,Roller,,,3,0,3,,,
emoji_stu_gg,,sc/characters.sc,emoji_stu_gg,Roller,,,4,1,5,,,
emoji_stu_happy,,sc/characters.sc,emoji_stu_happy,Roller,,,1,0,1,,,
emoji_stu_phew,,sc/characters.sc,emoji_stu_phew,Roller,,,4,2,6,,,
emoji_stu_sad,,sc/characters.sc,emoji_stu_sad,Roller,,,2,0,2,,,
emoji_stu_special,,sc/characters.sc,emoji_stu_special,Roller,,,4,2,7,,,
emoji_stu_thanks,,sc/characters.sc,emoji_stu_thanks,Roller,,,4,2,4,,,
emoji_lny,,sc/characters.sc,emoji_lny,,,TRUE,0,-1,0,,,
